"year","org","metric","value","domain"
2023,"QE1","Early Intervention in Psychosis spend (£k) per population",4.16191810959308,"Capacity"
2023,"QE1","Adult community crisis care spend (£k) per population",21.3363425854394,"Capacity"
2023,"QE1","A and E and Ward Liaison mental health services spend (£k) per population",9.39808365414239,"Capacity"
2023,"QE1","Mental health spend as a proportion of overall allocation",16.7205,"Capacity"
2023,"QE1","Mental Health total spend per population",318.752880424299,"Capacity"
2023,"QE1","Workforce FTEs per 100,000 population (Total - Acute)",1887.59805704591,"Capacity"
2023,"QE1","Proportion of available beds that are occupied (General & Acute - overnight)",92.8590511475834,"Capacity"
2023,"QE1","Proportion of available beds that are occupied (Maternity - overnight)",54.5233358212654,"Capacity"
2023,"QE1","Proportion of available beds that are occupied (Mental Illness - overnight)",91.6359997864313,"Capacity"
2023,"QE1","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",137.260912226857,"Capacity"
2023,"QE1","Primary care workforce (FTEs) per 100,000 population (Direct Patient Care)",28.1183678875636,"Capacity"
2023,"QE1","Primary care workforce (FTEs) per 100,000 population (GP)",56.5309690514266,"Capacity"
2023,"QE1","Primary care workforce (FTEs) per 100,000 population (Nurses)",33.3830643257642,"Capacity"
2023,"QE1","Atrial fibrillation: QOF prevalence (all ages)",2.5190718072107,"Demand"
2023,"QE1","Asthma: QOF prevalence (all ages)",7.1175849488673,"Demand"
2023,"QE1","Cancer: QOF prevalence (all ages)",4.14813494603185,"Demand"
2023,"QE1","CHD: QOF prevalence (all ages)",3.73178220468741,"Demand"
2023,"QE1","CKD: QOF prevalence (18+ yrs)",4.72146181405127,"Demand"
2023,"QE1","COPD: QOF prevalence (all ages)",2.3812417130466,"Demand"
2023,"QE1","Dementia: QOF prevalence (all ages)",0.901566521113334,"Demand"
2023,"QE1","Diabetes mellitus: QOF prevalence (17+ yrs)",8.03491306553827,"Demand"
2023,"QE1","Epilepsy: QOF prevalence (18+ yrs)",0.983012616046362,"Demand"
2023,"QE1","Heart failure: QOF prevalence (all ages)",1.33547207617381,"Demand"
2023,"QE1","Hypertension: QOF prevalence (all ages)",16.6704742770266,"Demand"
2023,"QE1","Obesity: QOF prevalence (18+ yrs)",14.27965793745,"Demand"
2023,"QE1","Osteoporosis: QOF prevalence (50+ yrs)",1.122143688741,"Demand"
2023,"QE1","Peripheral arterial disease: QOF prevalence (all ages)",0.842102989109154,"Demand"
2023,"QE1","Palliative care: QOF prevalence (all ages)",0.71858518920583,"Demand"
2023,"QE1","Rheumatoid arthritis: QOF prevalence (16+ yrs)",0.862053752048268,"Demand"
2023,"QE1","Stroke and transient ischaemic attack: QOF prevalence (all ages)",2.22807316012757,"Demand"
2023,"QE1","% active smokers (GPPS)",14.982,"Demand"
2023,"QE1","FTE days sick per 10,000 population (acute)",1063.36170734663,"Capacity"
2023,"QE1","FTE days available per 100 population (acute)",177.795100650781,"Capacity"
2023,"QE1","FTE days sick per 10,000 population (mental health)",259.379065072056,"Capacity"
2023,"QE1","FTE days available per 100 population (mental health)",37.023896187628,"Capacity"
2023,"QE1","Proportion of population in age band (0-29)",34.2107706554352,"Demand"
2023,"QE1","Proportion of population in age band (30-59)",39.1141980694495,"Demand"
2023,"QE1","Proportion of population in age band (60+)",26.6750312751153,"Demand"
2023,"QOQ","A and E Full Time Equivalent (FTE) for Care Providers (per 100,000 population)",15.2859482043421,"Capacity"
2023,"QOQ","A and E Full Time Equivalent (FTE) for Consultants (per 100,000 population)",4.05993349572636,"Capacity"
2023,"QOQ","A and E Full Time Equivalent (FTE) for Doctors (excluding Consultants) (per 100,000 population)",8.50844510542025,"Capacity"
2023,"QOQ","A and E Full Time Equivalent (FTE) for Nurses (per 100,000 population)",25.998779707668,"Capacity"
2023,"QOQ","Total beds per 1,000 60+ yrs (General & Acute - overnight)",1.29883438938254,"Capacity"
2023,"QOQ","Mean proportion of beds that contain a patient with confirmed COVID",3.53164129089897,"Capacity"
2023,"QOQ","Proportion of available beds that are occupied (General & Acute - day)",64.5226206901897,"Capacity"
2023,"QOQ","Children and Young People Mental Health spend - excluding learning disabilities and eating disorders per population",13.826015717991,"Capacity"
2023,"QOQ","Children and Young People Mental Health spend - eating disorders per population",0.908660661483791,"Capacity"
2023,"QOQ","Improving Access to Psychological Therapies spend (£k) per population",12.5936690697983,"Capacity"
2023,"QOQ","Early Intervention in Psychosis spend (£k) per population",3.4613787184542,"Capacity"
2023,"QOQ","Adult community crisis care spend (£k) per population",10.2894259699228,"Capacity"
2023,"QOQ","A and E and Ward Liaison mental health services spend (£k) per population",4.7171243536378,"Capacity"
2023,"QOQ","Mental health spend as a proportion of overall allocation",14.7593,"Capacity"
2023,"QOQ","Mental Health total spend per population",250.720145608553,"Capacity"
2023,"QOQ","Workforce FTEs per 100,000 population (Total - Acute)",1610.05694061758,"Capacity"
2023,"QOQ","Proportion of available beds that are occupied (General & Acute - overnight)",86.0113574055541,"Capacity"
2023,"QOQ","Proportion of available beds that are occupied (Maternity - overnight)",44.3137486360718,"Capacity"
2023,"QOQ","Proportion of available beds that are occupied (Mental Illness - overnight)",80.0280296075854,"Capacity"
2023,"QOQ","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",137.637137815076,"Capacity"
2023,"QOQ","Primary care workforce (FTEs) per 100,000 population (Direct Patient Care)",45.0594720355764,"Capacity"
2023,"QOQ","Primary care workforce (FTEs) per 100,000 population (GP)",61.0786161219273,"Capacity"
2023,"QOQ","Primary care workforce (FTEs) per 100,000 population (Nurses)",34.3675218949896,"Capacity"
2023,"QOQ","Atrial fibrillation: QOF prevalence (all ages)",2.75586184253581,"Demand"
2023,"QOQ","Asthma: QOF prevalence (all ages)",6.76911234084372,"Demand"
2023,"QOQ","Cancer: QOF prevalence (all ages)",4.30641195007271,"Demand"
2023,"QOQ","CHD: QOF prevalence (all ages)",3.8225790887038,"Demand"
2023,"QOQ","CKD: QOF prevalence (18+ yrs)",5.11829908954642,"Demand"
2023,"QOQ","COPD: QOF prevalence (all ages)",2.41123352977258,"Demand"
2023,"QOQ","Dementia: QOF prevalence (all ages)",0.862735441478075,"Demand"
2023,"QOQ","Diabetes mellitus: QOF prevalence (17+ yrs)",7.85827686090497,"Demand"
2023,"QOQ","Epilepsy: QOF prevalence (18+ yrs)",0.938078133940983,"Demand"
2023,"QOQ","Heart failure: QOF prevalence (all ages)",1.21673649078089,"Demand"
2023,"QOQ","Hypertension: QOF prevalence (all ages)",17.1963094711225,"Demand"
2023,"QOQ","Obesity: QOF prevalence (18+ yrs)",13.5120809794061,"Demand"
2023,"QOQ","Osteoporosis: QOF prevalence (50+ yrs)",1.09595822917776,"Demand"
2023,"QOQ","Peripheral arterial disease: QOF prevalence (all ages)",0.778103512724183,"Demand"
2023,"QOQ","Palliative care: QOF prevalence (all ages)",0.714601836169002,"Demand"
2023,"QOQ","Rheumatoid arthritis: QOF prevalence (16+ yrs)",0.877903361764653,"Demand"
2023,"QOQ","Stroke and transient ischaemic attack: QOF prevalence (all ages)",2.34418241452785,"Demand"
2023,"QOQ","% active smokers (GPPS)",12.4586,"Demand"
2023,"QOQ","FTE days sick per 10,000 population (acute)",725.19333016293,"Capacity"
2023,"QOQ","FTE days available per 100 population (acute)",152.709945155027,"Capacity"
2023,"QOQ","FTE days sick per 10,000 population (mental health)",104.498716595188,"Capacity"
2023,"QOQ","FTE days available per 100 population (mental health)",19.878996563943,"Capacity"
2023,"QOQ","Proportion of population in age band (0-29)",32.1698489660335,"Demand"
2023,"QOQ","Proportion of population in age band (30-59)",38.888247280614,"Demand"
2023,"QOQ","Proportion of population in age band (60+)",28.9419037533525,"Demand"
2023,"QOP","A and E Full Time Equivalent (FTE) for Care Providers (per 100,000 population)",20.2854549431495,"Capacity"
2023,"QOP","A and E Full Time Equivalent (FTE) for Consultants (per 100,000 population)",4.84622770354289,"Capacity"
2023,"QOP","A and E Full Time Equivalent (FTE) for Doctors (excluding Consultants) (per 100,000 population)",10.9920909095237,"Capacity"
2023,"QOP","A and E Full Time Equivalent (FTE) for Nurses (per 100,000 population)",37.8616485032743,"Capacity"
2023,"QOP","Total beds per 1,000 60+ yrs (General & Acute - overnight)",1.7229595238463,"Capacity"
2023,"QOP","Mean proportion of beds that contain a patient with confirmed COVID",2.73356784202349,"Capacity"
2023,"QOP","Proportion of available beds that are occupied (General & Acute - day)",75.7677684858873,"Capacity"
2023,"QOP","Children and Young People Mental Health spend - excluding learning disabilities and eating disorders per population",18.3106207392703,"Capacity"
2023,"QOP","Children and Young People Mental Health spend - eating disorders per population",0.990620888390342,"Capacity"
2023,"QOP","Improving Access to Psychological Therapies spend (£k) per population",19.8516687462811,"Capacity"
2023,"QOP","Early Intervention in Psychosis spend (£k) per population",5.87132209351123,"Capacity"
2023,"QOP","Adult community crisis care spend (£k) per population",12.5546768600151,"Capacity"
2023,"QOP","A and E and Ward Liaison mental health services spend (£k) per population",7.77615190598963,"Capacity"
2023,"QOP","Mental health spend as a proportion of overall allocation",14.231,"Capacity"
2023,"QOP","Mental Health total spend per population",249.5348578968,"Capacity"
2023,"QOP","Workforce FTEs per 100,000 population (Total - Acute)",1932.29205565885,"Capacity"
2023,"QOP","Proportion of available beds that are occupied (General & Acute - overnight)",88.6534706525636,"Capacity"
2023,"QOP","Proportion of available beds that are occupied (Maternity - overnight)",63.4490721044837,"Capacity"
2023,"QOP","Proportion of available beds that are occupied (Mental Illness - overnight)",90.3817843836244,"Capacity"
2023,"QOP","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",119.440004184349,"Capacity"
2023,"QOP","Primary care workforce (FTEs) per 100,000 population (Direct Patient Care)",20.1374678541652,"Capacity"
2023,"QOP","Primary care workforce (FTEs) per 100,000 population (GP)",60.6814852833782,"Capacity"
2023,"QOP","Primary care workforce (FTEs) per 100,000 population (Nurses)",23.8354555920284,"Capacity"
2023,"QOP","Atrial fibrillation: QOF prevalence (all ages)",1.84539571746376,"Demand"
2023,"QOP","Asthma: QOF prevalence (all ages)",6.40517637297876,"Demand"
2023,"QOP","Cancer: QOF prevalence (all ages)",3.20073457975365,"Demand"
2023,"QOP","CHD: QOF prevalence (all ages)",2.94129091300702,"Demand"
2023,"QOP","CKD: QOF prevalence (18+ yrs)",4.11092213520309,"Demand"
2023,"QOP","COPD: QOF prevalence (all ages)",2.17546026893536,"Demand"
2023,"QOP","Dementia: QOF prevalence (all ages)",0.699162077841066,"Demand"
2023,"QOP","Diabetes mellitus: QOF prevalence (17+ yrs)",7.95163002822363,"Demand"
2023,"QOP","Epilepsy: QOF prevalence (18+ yrs)",0.872134441893682,"Demand"
2023,"QOP","Heart failure: QOF prevalence (all ages)",0.99880296834438,"Demand"
2023,"QOP","Hypertension: QOF prevalence (all ages)",13.9581182919734,"Demand"
2023,"QOP","Obesity: QOF prevalence (18+ yrs)",14.1309044832832,"Demand"
2023,"QOP","Osteoporosis: QOF prevalence (50+ yrs)",0.895041872564691,"Demand"
2023,"QOP","Peripheral arterial disease: QOF prevalence (all ages)",0.66086441801191,"Demand"
2023,"QOP","Palliative care: QOF prevalence (all ages)",0.52363624331208,"Demand"
2023,"QOP","Rheumatoid arthritis: QOF prevalence (16+ yrs)",0.708662937034356,"Demand"
2023,"QOP","Stroke and transient ischaemic attack: QOF prevalence (all ages)",1.80556615124144,"Demand"
2023,"QOP","% active smokers (GPPS)",15.3617,"Demand"
2023,"QOP","FTE days sick per 10,000 population (acute)",1027.30261763282,"Capacity"
2023,"QOP","FTE days available per 100 population (acute)",179.297393547759,"Capacity"
2023,"QOP","FTE days sick per 10,000 population (mental health)",173.511207587958,"Capacity"
2023,"QOP","FTE days available per 100 population (mental health)",26.4139891115897,"Capacity"
2023,"QOP","Proportion of population in age band (0-29)",38.2206595663334,"Demand"
2023,"QOP","Proportion of population in age band (30-59)",41.3768366016004,"Demand"
2023,"QOP","Proportion of population in age band (60+)",20.4025038320662,"Demand"
2023,"QYG","A and E Full Time Equivalent (FTE) for Care Providers (per 100,000 population)",20.9778190682442,"Capacity"
2023,"QYG","A and E Full Time Equivalent (FTE) for Consultants (per 100,000 population)",5.06106823383458,"Capacity"
2023,"QYG","A and E Full Time Equivalent (FTE) for Doctors (excluding Consultants) (per 100,000 population)",11.6497864190131,"Capacity"
2023,"QYG","A and E Full Time Equivalent (FTE) for Nurses (per 100,000 population)",39.5534568639625,"Capacity"
2023,"QYG","Total beds per 1,000 60+ yrs (General & Acute - overnight)",1.69562835852686,"Capacity"
2023,"QYG","Mean proportion of beds that contain a patient with confirmed COVID",2.54295667917079,"Capacity"
2023,"QYG","Proportion of available beds that are occupied (General & Acute - day)",91.4328631646729,"Capacity"
2023,"QYG","Children and Young People Mental Health spend - excluding learning disabilities and eating disorders per population",17.2746701985885,"Capacity"
2023,"QYG","Children and Young People Mental Health spend - eating disorders per population",1.47230977908793,"Capacity"
2023,"QYG","Improving Access to Psychological Therapies spend (£k) per population",15.0587971448817,"Capacity"
2023,"QYG","Early Intervention in Psychosis spend (£k) per population",4.84474850537115,"Capacity"
2023,"QYG","Adult community crisis care spend (£k) per population",18.1619262976732,"Capacity"
2023,"QYG","A and E and Ward Liaison mental health services spend (£k) per population",5.66063385383901,"Capacity"
2023,"QYG","Mental health spend as a proportion of overall allocation",13.0524,"Capacity"
2023,"QYG","Mental Health total spend per population",250.236634947062,"Capacity"
2023,"QYG","Workforce FTEs per 100,000 population (Total - Acute)",2021.2553811858,"Capacity"
2023,"QYG","Proportion of available beds that are occupied (General & Acute - overnight)",91.7218560280534,"Capacity"
2023,"QYG","Proportion of available beds that are occupied (Maternity - overnight)",58.8000784128815,"Capacity"
2023,"QYG","Proportion of available beds that are occupied (Mental Illness - overnight)",89.6464888180724,"Capacity"
2023,"QYG","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",131.569632527423,"Capacity"
2023,"QYG","Primary care workforce (FTEs) per 100,000 population (Direct Patient Care)",19.9310599994764,"Capacity"
2023,"QYG","Primary care workforce (FTEs) per 100,000 population (GP)",67.2571592520231,"Capacity"
2023,"QYG","Primary care workforce (FTEs) per 100,000 population (Nurses)",28.6610106829187,"Capacity"
2023,"QYG","Atrial fibrillation: QOF prevalence (all ages)",2.6784719962201,"Demand"
2023,"QYG","Asthma: QOF prevalence (all ages)",6.63640731053935,"Demand"
2023,"QYG","Cancer: QOF prevalence (all ages)",4.14858799882797,"Demand"
2023,"QYG","CHD: QOF prevalence (all ages)",3.66546905065415,"Demand"
2023,"QYG","CKD: QOF prevalence (18+ yrs)",4.98271944609506,"Demand"
2023,"QYG","COPD: QOF prevalence (all ages)",2.52973407013928,"Demand"
2023,"QYG","Dementia: QOF prevalence (all ages)",0.849575752726712,"Demand"
2023,"QYG","Diabetes mellitus: QOF prevalence (17+ yrs)",7.55684134648581,"Demand"
2023,"QYG","Epilepsy: QOF prevalence (18+ yrs)",0.974647312208545,"Demand"
2023,"QYG","Heart failure: QOF prevalence (all ages)",1.38628648575205,"Demand"
2023,"QYG","Hypertension: QOF prevalence (all ages)",16.3359797655873,"Demand"
2023,"QYG","Obesity: QOF prevalence (18+ yrs)",14.0459498242078,"Demand"
2023,"QYG","Osteoporosis: QOF prevalence (50+ yrs)",1.1522879300841,"Demand"
2023,"QYG","Peripheral arterial disease: QOF prevalence (all ages)",0.751402234276469,"Demand"
2023,"QYG","Palliative care: QOF prevalence (all ages)",0.77987399623524,"Demand"
2023,"QYG","Rheumatoid arthritis: QOF prevalence (16+ yrs)",0.832175064333817,"Demand"
2023,"QYG","Stroke and transient ischaemic attack: QOF prevalence (all ages)",2.12449800499445,"Demand"
2023,"QYG","% active smokers (GPPS)",13.6435,"Demand"
2023,"QYG","FTE days sick per 10,000 population (acute)",1137.12604797438,"Capacity"
2023,"QYG","FTE days available per 100 population (acute)",220.366231782115,"Capacity"
2023,"QYG","FTE days sick per 10,000 population (mental health)",338.434761524779,"Capacity"
2023,"QYG","FTE days available per 100 population (mental health)",46.0890415300928,"Capacity"
2023,"QYG","Proportion of population in age band (0-29)",33.7855956589822,"Demand"
2023,"QYG","Proportion of population in age band (30-59)",40.302120987591,"Demand"
2023,"QYG","Proportion of population in age band (60+)",25.9122833534268,"Demand"
2023,"QOC","A and E Full Time Equivalent (FTE) for Care Providers (per 100,000 population)",23.8097795051681,"Capacity"
2023,"QOC","A and E Full Time Equivalent (FTE) for Consultants (per 100,000 population)",2.12638657644218,"Capacity"
2023,"QOC","A and E Full Time Equivalent (FTE) for Doctors (excluding Consultants) (per 100,000 population)",15.8909205264767,"Capacity"
2023,"QOC","A and E Full Time Equivalent (FTE) for Nurses (per 100,000 population)",29.5017027534881,"Capacity"
2023,"QOC","Total beds per 1,000 60+ yrs (General & Acute - overnight)",1.28036674344205,"Capacity"
2023,"QOC","Mean proportion of beds that contain a patient with confirmed COVID",2.83924160468763,"Capacity"
2023,"QOC","Proportion of available beds that are occupied (General & Acute - day)",93.2572110062929,"Capacity"
2023,"QOC","Children and Young People Mental Health spend - excluding learning disabilities and eating disorders per population",18.4040588657055,"Capacity"
2023,"QOC","Children and Young People Mental Health spend - eating disorders per population",1.70636169560024,"Capacity"
2023,"QOC","Improving Access to Psychological Therapies spend (£k) per population",18.0570986542494,"Capacity"
2023,"QOC","Early Intervention in Psychosis spend (£k) per population",3.09041062646226,"Capacity"
2023,"QOC","Adult community crisis care spend (£k) per population",7.96681316094024,"Capacity"
2023,"QOC","A and E and Ward Liaison mental health services spend (£k) per population",3.58146360330503,"Capacity"
2023,"QOC","Mental health spend as a proportion of overall allocation",12.5962,"Capacity"
2023,"QOC","Mental Health total spend per population",218.912933842461,"Capacity"
2023,"QOC","Workforce FTEs per 100,000 population (Total - Acute)",1659.12198417328,"Capacity"
2023,"QOC","Proportion of available beds that are occupied (General & Acute - overnight)",92.2569733483469,"Capacity"
2023,"QOC","Proportion of available beds that are occupied (Maternity - overnight)",63.4625464731925,"Capacity"
2023,"QOC","Proportion of available beds that are occupied (Mental Illness - overnight)",89.2530135511881,"Capacity"
2023,"QOC","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",124.723243029744,"Capacity"
2023,"QOC","Primary care workforce (FTEs) per 100,000 population (Direct Patient Care)",28.6289287546413,"Capacity"
2023,"QOC","Primary care workforce (FTEs) per 100,000 population (GP)",58.4077002283689,"Capacity"
2023,"QOC","Primary care workforce (FTEs) per 100,000 population (Nurses)",30.8931141207275,"Capacity"
2023,"QOC","Atrial fibrillation: QOF prevalence (all ages)",2.70438442638514,"Demand"
2023,"QOC","Asthma: QOF prevalence (all ages)",6.80983774821365,"Demand"
2023,"QOC","Cancer: QOF prevalence (all ages)",4.56940582873235,"Demand"
2023,"QOC","CHD: QOF prevalence (all ages)",3.47174833772284,"Demand"
2023,"QOC","CKD: QOF prevalence (18+ yrs)",6.48153104613573,"Demand"
2023,"QOC","COPD: QOF prevalence (all ages)",1.88588798592352,"Demand"
2023,"QOC","Dementia: QOF prevalence (all ages)",0.910986162259306,"Demand"
2023,"QOC","Diabetes mellitus: QOF prevalence (17+ yrs)",7.86976087046271,"Demand"
2023,"QOC","Epilepsy: QOF prevalence (18+ yrs)",0.948408884089306,"Demand"
2023,"QOC","Heart failure: QOF prevalence (all ages)",1.10818477641738,"Demand"
2023,"QOC","Hypertension: QOF prevalence (all ages)",17.1049589153888,"Demand"
2023,"QOC","Obesity: QOF prevalence (18+ yrs)",12.556700886966,"Demand"
2023,"QOC","Osteoporosis: QOF prevalence (50+ yrs)",1.2206440244471,"Demand"
2023,"QOC","Peripheral arterial disease: QOF prevalence (all ages)",0.711907675706973,"Demand"
2023,"QOC","Palliative care: QOF prevalence (all ages)",0.422783301469496,"Demand"
2023,"QOC","Rheumatoid arthritis: QOF prevalence (16+ yrs)",0.885995575671163,"Demand"
2023,"QOC","Stroke and transient ischaemic attack: QOF prevalence (all ages)",2.47616791772175,"Demand"
2023,"QOC","% active smokers (GPPS)",11.3521,"Demand"
2023,"QOC","FTE days sick per 10,000 population (acute)",815.531387128093,"Capacity"
2023,"QOC","FTE days available per 100 population (acute)",155.724645870997,"Capacity"
2023,"QOC","FTE days sick per 10,000 population (mental health)",36.1263292880152,"Capacity"
2023,"QOC","FTE days available per 100 population (mental health)",6.77064595428197,"Capacity"
2023,"QOC","Proportion of population in age band (0-29)",31.965774232366,"Demand"
2023,"QOC","Proportion of population in age band (30-59)",38.6528812615496,"Demand"
2023,"QOC","Proportion of population in age band (60+)",29.3813445060844,"Demand"
2023,"QNC","A and E Full Time Equivalent (FTE) for Care Providers (per 100,000 population)",22.1154625683788,"Capacity"
2023,"QNC","A and E Full Time Equivalent (FTE) for Consultants (per 100,000 population)",3.66404240686381,"Capacity"
2023,"QNC","A and E Full Time Equivalent (FTE) for Doctors (excluding Consultants) (per 100,000 population)",13.2035971707548,"Capacity"
2023,"QNC","A and E Full Time Equivalent (FTE) for Nurses (per 100,000 population)",32.2838711404726,"Capacity"
2023,"QNC","Total beds per 1,000 60+ yrs (General & Acute - overnight)",1.48971507834487,"Capacity"
2023,"QNC","Mean proportion of beds that contain a patient with confirmed COVID",4.05196864903674,"Capacity"
2023,"QNC","Proportion of available beds that are occupied (General & Acute - day)",96.3360054370367,"Capacity"
2023,"QNC","Children and Young People Mental Health spend - excluding learning disabilities and eating disorders per population",23.0202742597585,"Capacity"
2023,"QNC","Children and Young People Mental Health spend - eating disorders per population",2.07741160602707,"Capacity"
2023,"QNC","Improving Access to Psychological Therapies spend (£k) per population",12.3895763364852,"Capacity"
2023,"QNC","Early Intervention in Psychosis spend (£k) per population",6.10412674681321,"Capacity"
2023,"QNC","Adult community crisis care spend (£k) per population",5.54815839113322,"Capacity"
2023,"QNC","A and E and Ward Liaison mental health services spend (£k) per population",5.14657670100167,"Capacity"
2023,"QNC","Mental health spend as a proportion of overall allocation",18.5267,"Capacity"
2023,"QNC","Mental Health total spend per population",324.919855597489,"Capacity"
2023,"QNC","Workforce FTEs per 100,000 population (Total - Acute)",1589.05799318801,"Capacity"
2023,"QNC","Proportion of available beds that are occupied (General & Acute - overnight)",89.8183797432013,"Capacity"
2023,"QNC","Proportion of available beds that are occupied (Maternity - overnight)",75.8104371056475,"Capacity"
2023,"QNC","Proportion of available beds that are occupied (Mental Illness - overnight)",87.3465240320835,"Capacity"
2023,"QNC","Primary care workforce (FTEs) per 100,000 population (Admin/Non-Clinical)",127.937614848341,"Capacity"
